"DateTime","Euro Truck Simulator 2","Wreckfest","OMSI 2","American Truck Simulator","Fernbus Simulator","City Car Driving","CarX Drift Racing Online","MudRunner","Bus Simulator 21 Next Stop","SnowRunner"
"2016-06-06 00:00:00",13221,99,974,5134,,,,,,
"2016-06-07 00:00:00",13163,107,970,4899,,,,,,
"2016-06-08 00:00:00",14392,92,521,4546,,,,,,
"2016-06-09 00:00:00",14571,83,994,4385,,,,,,
"2016-06-10 00:00:00",13750,81,1028,4129,,,,,,
"2016-06-11 00:00:00",14782,114,991,4781,,,,,,
"2016-06-12 00:00:00",16305,115,1126,5137,,,,,,
"2016-06-13 00:00:00",15324,96,1045,5093,,,,,,
"2016-06-14 00:00:00",15234,97,1051,4828,,,,,,
"2016-06-15 00:00:00",14939,80,1025,4516,,,,,,
"2016-06-16 00:00:00",14120,78,1043,4057,,,,,,
"2016-06-17 00:00:00",14717,89,1099,4329,,,,,,
"2016-06-18 00:00:00",15257,83,996,4515,,,,,,
"2016-06-19 00:00:00",16420,92,1148,5008,,,,,,
"2016-06-20 00:00:00",15300,92,1113,4158,,,,,,
"2016-06-21 00:00:00",14483,84,980,3966,,,,,,
"2016-06-22 00:00:00",13970,75,990,3697,,,,,,
"2016-06-23 00:00:00",12896,154,986,3401,,,,,,
"2016-06-24 00:00:00",15002,142,951,3798,,,,,,
"2016-06-25 00:00:00",16438,158,1014,4147,,,,,,
"2016-06-26 00:00:00",18332,143,1048,4527,,,,,,
"2016-06-27 00:00:00",17919,148,1008,3998,,,,,,
"2016-06-28 00:00:00",18463,147,979,3960,,,,,,
"2016-06-29 00:00:00",19399,157,924,3712,,,,,,
"2016-06-30 00:00:00",18353,136,951,3550,,,,,,
"2016-07-01 00:00:00",18287,147,928,3740,,,,,,
"2016-07-02 00:00:00",19386,168,976,4149,,,,,,
"2016-07-03 00:00:00",20851,156,1014,4377,,,,,,
"2016-07-04 00:00:00",20002,153,952,4194,,,,,,
"2016-07-05 00:00:00",17803,126,956,3696,,,,,,
"2016-07-06 00:00:00",17324,94,1008,3526,,,,,,
"2016-07-07 00:00:00",16215,83,890,3291,,,,,,
"2016-07-08 00:00:00",16077,105,541,3512,,,,,,
"2016-07-09 00:00:00",16224,111,897,3764,,,,,,
"2016-07-10 00:00:00",17175,117,997,3874,,,,,,
"2016-07-11 00:00:00",16459,84,906,3285,,,,,,
"2016-07-12 00:00:00",15919,106,883,3282,,,,,,
"2016-07-13 00:00:00",15808,109,917,3217,,,,,,
"2016-07-14 00:00:00",16019,107,978,3177,,,,,,
"2016-07-15 00:00:00",15380,87,891,3178,,,,,,
"2016-07-16 00:00:00",15609,109,806,3492,,,,,,
"2016-07-17 00:00:00",16823,108,921,3691,,,,,,
"2016-07-18 00:00:00",15799,79,883,3233,,,,,,
"2016-07-19 00:00:00",15646,73,667,3066,,,,,,
"2016-07-20 00:00:00",15503,74,781,3087,,,,,,
"2016-07-21 00:00:00",15711,71,849,2980,,,,,,
"2016-07-22 00:00:00",15775,84,798,2987,,,,,,
"2016-07-23 00:00:00",16037,85,820,3257,,,,,,
"2016-07-24 00:00:00",17539,93,890,3516,,,,,,
"2016-07-25 00:00:00",17024,80,835,3161,,,,,,
"2016-07-26 00:00:00",16576,80,924,3051,,,,,,
"2016-07-27 00:00:00",16225,76,874,3057,,,,,,
"2016-07-28 00:00:00",16060,92,1092,3088,,,,,,
"2016-07-29 00:00:00",15639,114,839,2984,,,,,,
"2016-07-30 00:00:00",15770,108,860,3243,,,,,,
"2016-07-31 00:00:00",17655,101,1141,3555,,,,,,
"2016-08-01 00:00:00",16619,93,1071,3150,834,,,,,
"2016-08-02 00:00:00",16545,100,1057,3132,,,,,,
"2016-08-03 00:00:00",15907,84,1031,2956,,,,,,
"2016-08-04 00:00:00",15767,88,935,2987,,,,,,
"2016-08-05 00:00:00",15231,78,942,2897,,,,,,
"2016-08-06 00:00:00",15528,94,921,2627,,,,,,
"2016-08-07 00:00:00",16711,90,1072,3454,,,,,,
"2016-08-08 00:00:00",15545,80,1002,2977,,,,,,
"2016-08-09 00:00:00",15874,76,1032,3029,,,,,,
"2016-08-10 00:00:00",15907,82,991,2984,,,,,,
"2016-08-11 00:00:00",15943,88,975,2900,,,,,,
"2016-08-12 00:00:00",15647,64,941,2762,,,,,,
"2016-08-13 00:00:00",15404,82,680,3180,,,,,,
"2016-08-14 00:00:00",16561,88,952,3425,,,,,,
"2016-08-15 00:00:00",15992,71,908,2939,,,,,,
"2016-08-16 00:00:00",15472,66,927,2787,,,,,,
"2016-08-17 00:00:00",15731,61,875,2757,,,,,,
"2016-08-18 00:00:00",15357,79,880,3007,,,,,,
"2016-08-19 00:00:00",15060,84,853,2863,,,,,,
"2016-08-20 00:00:00",16136,96,863,3368,,,,,,
"2016-08-21 00:00:00",17435,84,1038,3499,,,,,,
"2016-08-22 00:00:00",16390,73,935,2810,8,,,,,
"2016-08-23 00:00:00",15309,72,860,2637,11,,,,,
"2016-08-24 00:00:00",15047,79,875,2591,10,,,,,
"2016-08-25 00:00:00",15054,61,775,2558,865,,,,,
"2016-08-26 00:00:00",15130,72,816,2571,294,,,,,
"2016-08-27 00:00:00",15518,81,837,2995,620,,,,,
"2016-08-28 00:00:00",17358,95,975,3337,546,,,,,
"2016-08-29 00:00:00",17035,78,955,2748,428,,,,,
"2016-08-30 00:00:00",16477,80,948,2570,79,,,,,
"2016-08-31 00:00:00",15494,62,864,2466,189,,,,,
"2016-09-01 00:00:00",14724,59,995,2369,367,,,,,
"2016-09-02 00:00:00",15732,67,889,2571,502,,,,,
"2016-09-03 00:00:00",17345,87,994,3024,425,,,,,
"2016-09-04 00:00:00",18052,86,1196,3322,431,,,,,
"2016-09-05 00:00:00",16503,77,1054,3265,327,,,,,
"2016-09-06 00:00:00",15759,76,985,2600,295,,,,,
"2016-09-07 00:00:00",14729,67,978,2562,186,,,,,
"2016-09-08 00:00:00",14014,69,980,2484,116,,,,,
"2016-09-09 00:00:00",14428,83,992,2718,337,,,,,
"2016-09-10 00:00:00",15709,94,975,3278,337,,,,,
"2016-09-11 00:00:00",16428,95,522,3410,309,,,,,
"2016-09-12 00:00:00",14223,82,1080,2552,254,,,,,
"2016-09-13 00:00:00",14099,59,1079,2355,200,,,,,
"2016-09-14 00:00:00",12225,69,936,2633,210,,,,,
"2016-09-15 00:00:00",13758,80,1063,2527,206,,,,,
"2016-09-16 00:00:00",15702,87,1125,2719,200,,,,,
"2016-09-17 00:00:00",17384,81,1170,3278,276,,,,,
"2016-09-18 00:00:00",18506,91,1290,3417,213,,,,,
"2016-09-19 00:00:00",16159,74,1104,2683,214,,,,,
"2016-09-20 00:00:00",16093,73,963,2475,242,,,,,
"2016-09-21 00:00:00",15992,76,1039,2386,251,,,,,
"2016-09-22 00:00:00",15800,83,1059,2340,88,,,,,
"2016-09-23 00:00:00",16659,64,1154,2540,224,,,,,
"2016-09-24 00:00:00",17705,88,1062,3200,221,,,,,
"2016-09-25 00:00:00",18662,91,1146,3379,214,,,,,
"2016-09-26 00:00:00",17059,69,1061,2627,193,,,,,
"2016-09-27 00:00:00",16841,53,1004,2462,173,,,,,
"2016-09-28 00:00:00",15925,59,1064,2370,131,,,,,
"2016-09-29 00:00:00",16605,55,1354,2363,99,,,,,
"2016-09-30 00:00:00",17245,42,1364,2629,216,,,,,
"2016-10-01 00:00:00",18430,77,1423,3299,213,1,,,,
"2016-10-02 00:00:00",19399,102,1389,3333,201,,,,,
"2016-10-03 00:00:00",17363,76,1356,2764,181,,,,,
"2016-10-04 00:00:00",16518,64,1255,2515,53,,,,,
"2016-10-05 00:00:00",16204,56,1215,2344,140,,,,,
"2016-10-06 00:00:00",16134,37,1236,2371,142,,,,,
"2016-10-07 00:00:00",17182,35,1289,2412,142,,,,,
"2016-10-08 00:00:00",18297,82,1248,2947,135,,,,,
"2016-10-09 00:00:00",18976,83,1333,3151,165,,,,,
"2016-10-10 00:00:00",16411,66,1134,2584,125,,,,,
"2016-10-11 00:00:00",16776,75,1055,2221,183,,,,,
"2016-10-12 00:00:00",17741,47,1140,2307,191,,,,,
"2016-10-13 00:00:00",17360,59,609,2242,117,,,,,
"2016-10-14 00:00:00",18471,133,1215,2453,174,,,,,
"2016-10-15 00:00:00",19986,116,1268,2863,170,,,,,
"2016-10-16 00:00:00",20584,101,1268,3180,171,,,,,
"2016-10-17 00:00:00",18211,86,1053,2384,143,,,,,
"2016-10-18 00:00:00",17482,79,1090,2283,139,,,,,
"2016-10-19 00:00:00",17322,85,1095,2270,126,,,,,
"2016-10-20 00:00:00",17290,68,1091,2227,29,,,,,
"2016-10-21 00:00:00",18217,99,1173,2432,138,,,,,
"2016-10-22 00:00:00",19085,98,1139,2980,152,,,,,
"2016-10-23 00:00:00",19840,88,1290,3049,144,,,,,
"2016-10-24 00:00:00",13457,68,1201,2733,118,1,,,,
"2016-10-25 00:00:00",15497,71,1019,2090,94,1,,,,
"2016-10-26 00:00:00",15255,59,1013,2048,99,,,,,
"2016-10-27 00:00:00",15349,59,1101,1919,92,,,,,
"2016-10-28 00:00:00",16407,67,1145,1907,63,1,,,,
"2016-10-29 00:00:00",17916,77,1200,2700,113,,,,,
"2016-10-30 00:00:00",19560,70,1180,2958,110,1,,,,
"2016-10-31 00:00:00",17267,65,1033,2356,57,,,,,
"2016-11-01 00:00:00",18096,68,1103,2361,99,1,,,,
"2016-11-02 00:00:00",17651,53,995,2311,99,3,,,,
"2016-11-03 00:00:00",16048,58,730,3272,84,106,,,,
"2016-11-04 00:00:00",17702,79,1077,3344,98,48,,,,
"2016-11-05 00:00:00",19194,76,1211,3900,117,229,,,,
"2016-11-06 00:00:00",19091,75,1263,3901,102,84,,,,
"2016-11-07 00:00:00",15514,61,1039,2857,83,182,,,,
"2016-11-08 00:00:00",15027,67,1055,2683,98,135,,,,
"2016-11-09 00:00:00",14702,52,1032,2487,81,71,,,,
"2016-11-10 00:00:00",15957,63,286,2460,96,156,,,,
"2016-11-11 00:00:00",17911,82,1174,2725,97,171,,,,
"2016-11-12 00:00:00",18654,78,1131,3192,141,64,,,,
"2016-11-13 00:00:00",18628,72,1214,3209,124,64,,,,
"2016-11-14 00:00:00",16201,64,1023,2711,41,89,,,,
"2016-11-15 00:00:00",16383,73,1022,2944,90,125,,,,
"2016-11-16 00:00:00",15354,56,1029,2839,89,83,,,,
"2016-11-17 00:00:00",15616,64,1049,2705,98,117,,,,
"2016-11-18 00:00:00",17136,74,1136,2830,132,29,,,,
"2016-11-19 00:00:00",18266,86,1158,3546,150,149,,,,
"2016-11-20 00:00:00",18653,99,1230,3842,132,140,,,,
"2016-11-21 00:00:00",15549,55,1028,2860,99,71,,,,
"2016-11-22 00:00:00",15309,68,1053,2761,98,109,,,,
"2016-11-23 00:00:00",15603,63,1052,2844,67,103,,,,
"2016-11-24 00:00:00",17688,86,1095,3124,112,121,,,,
"2016-11-25 00:00:00",20856,92,1148,3322,120,166,,,,
"2016-11-26 00:00:00",25232,86,1109,3574,122,225,,,,
"2016-11-27 00:00:00",25981,119,1129,3752,118,221,,,,
"2016-11-28 00:00:00",23219,95,976,2942,86,181,,,,
"2016-11-29 00:00:00",20741,98,970,2621,79,179,,,,
"2016-11-30 00:00:00",20636,79,966,2497,97,196,,,,
"2016-12-01 00:00:00",20545,78,1188,2466,93,177,,,,
"2016-12-02 00:00:00",21586,87,1271,2580,107,173,,,,
"2016-12-03 00:00:00",22486,79,1215,3243,102,230,,,,
"2016-12-04 00:00:00",22507,86,1304,3333,117,230,,,,
"2016-12-05 00:00:00",23774,60,1194,2551,102,203,,,,
"2016-12-06 00:00:00",23773,60,1197,2204,115,45,,,,
"2016-12-07 00:00:00",22874,61,1164,2153,109,210,,,,
"2016-12-08 00:00:00",22493,66,1144,2181,114,152,,,,
"2016-12-09 00:00:00",23664,84,1243,2321,108,204,,,,
"2016-12-10 00:00:00",25104,74,1189,3028,165,261,,,,
"2016-12-11 00:00:00",25017,82,1318,3123,184,233,,,,
"2016-12-12 00:00:00",20958,63,1126,3194,173,203,,,,
"2016-12-13 00:00:00",20530,73,1097,3032,151,201,,,,
"2016-12-14 00:00:00",18898,77,1084,2927,175,136,,,,
"2016-12-15 00:00:00",19229,77,1097,2884,145,205,,,,
"2016-12-16 00:00:00",20825,85,1204,3131,51,68,,,,
"2016-12-17 00:00:00",22247,87,1184,4176,174,251,,,,
"2016-12-18 00:00:00",22474,97,1302,4392,161,219,,,,
"2016-12-19 00:00:00",19869,72,1165,3445,134,206,,,,
"2016-12-20 00:00:00",18636,84,1206,3740,154,190,,,,
"2016-12-21 00:00:00",21667,78,1167,3818,159,206,,,,
"2016-12-22 00:00:00",23003,165,1218,3841,149,248,,,,
"2016-12-23 00:00:00",23704,165,1152,3676,156,337,,,,
"2016-12-24 00:00:00",27607,147,1370,3946,297,366,,,,
"2016-12-25 00:00:00",26582,135,1322,3996,343,413,,,,
"2016-12-26 00:00:00",28886,158,1333,4336,344,403,,,,
"2016-12-27 00:00:00",30241,186,1295,4309,351,375,,,,
"2016-12-28 00:00:00",29740,161,1323,4252,319,336,,,,
"2016-12-29 00:00:00",29779,164,1262,4072,310,336,,,,
"2016-12-30 00:00:00",30597,139,1206,4024,287,372,,,,
"2016-12-31 00:00:00",28055,128,1330,3672,313,377,,,,
"2017-01-01 00:00:00",28817,130,1155,4048,269,367,,,,
"2017-01-02 00:00:00",31395,146,1175,4049,264,326,,,,
"2017-01-03 00:00:00",28114,99,1198,3568,248,322,,,,
"2017-01-04 00:00:00",27277,91,1165,3188,233,301,,,,
"2017-01-05 00:00:00",26900,101,1223,3157,240,330,,,,
"2017-01-06 00:00:00",28412,73,1267,3058,216,324,,,,
"2017-01-07 00:00:00",30342,126,1339,4061,279,340,,,,
"2017-01-08 00:00:00",29259,117,1429,4223,268,333,,,,
"2017-01-09 00:00:00",20637,98,1109,3194,170,270,,,,
"2017-01-10 00:00:00",25859,88,1076,2899,169,272,,,,
"2017-01-11 00:00:00",24241,93,1112,2741,187,280,,,,
"2017-01-12 00:00:00",23841,89,1167,2779,160,286,,,,
"2017-01-13 00:00:00",25462,76,1304,3052,212,296,,,,
"2017-01-14 00:00:00",27533,93,1330,3785,263,319,,,,
"2017-01-15 00:00:00",26877,107,1359,3952,260,293,,,,
"2017-01-16 00:00:00",22954,92,1128,3231,125,229,,,,
"2017-01-17 00:00:00",22842,94,1112,2829,186,76,,,,
"2017-01-18 00:00:00",22688,92,1136,2661,188,250,,,,
"2017-01-19 00:00:00",21464,113,1177,2747,145,247,,,,
"2017-01-20 00:00:00",24816,128,1256,2882,205,278,,,,
"2017-01-21 00:00:00",25788,119,1276,3627,213,294,,,,
"2017-01-22 00:00:00",26483,109,1325,3772,217,270,,,,
"2017-01-23 00:00:00",22642,93,1168,3046,171,223,,,,
"2017-01-24 00:00:00",22367,100,1144,2704,165,201,,,,
"2017-01-25 00:00:00",22029,105,1086,2604,183,217,,,,
"2017-01-26 00:00:00",22297,99,1155,2538,182,247,,,,
"2017-01-27 00:00:00",22491,112,1242,2917,164,241,,,,
"2017-01-28 00:00:00",25130,119,1279,3581,274,292,,,,
"2017-01-29 00:00:00",25565,107,1368,3685,260,256,,,,
"2017-01-30 00:00:00",21811,107,1119,2982,165,233,,,,
"2017-01-31 00:00:00",21455,77,1196,2473,198,221,,,,
"2017-02-01 00:00:00",20516,77,1193,2436,197,215,,,,
"2017-02-02 00:00:00",21075,98,1162,2497,45,233,,,,
"2017-02-03 00:00:00",21585,105,1253,2657,221,248,,,,
"2017-02-04 00:00:00",23258,108,1236,3345,217,294,,,,
"2017-02-05 00:00:00",24117,107,1376,3867,211,272,,,,
"2017-02-06 00:00:00",20056,85,1151,2821,165,214,,,,
"2017-02-07 00:00:00",19723,95,1124,2467,179,51,,,,
"2017-02-08 00:00:00",19536,96,1158,2502,159,220,,,,
"2017-02-09 00:00:00",19547,99,1194,2557,165,226,,,,
"2017-02-10 00:00:00",20485,92,1219,2736,184,187,,,,
"2017-02-11 00:00:00",22964,119,1371,3367,186,80,,,,
"2017-02-12 00:00:00",23690,98,1406,3719,189,284,,,,
"2017-02-13 00:00:00",19595,46,1170,2751,175,232,,,,
"2017-02-14 00:00:00",18475,83,1114,2382,151,168,,,,
"2017-02-15 00:00:00",18526,74,1190,2374,154,195,,,,
"2017-02-16 00:00:00",18533,62,1137,2344,173,200,,,,
"2017-02-17 00:00:00",19951,76,1248,2814,195,218,,,,
"2017-02-18 00:00:00",21681,99,1223,3989,191,222,,,,
"2017-02-19 00:00:00",22143,105,1337,4543,203,203,,,,
"2017-02-20 00:00:00",17237,79,1046,3981,68,182,,,,
"2017-02-21 00:00:00",18612,71,1142,3527,155,194,,,,
"2017-02-22 00:00:00",18659,84,1056,3533,154,199,,,,
"2017-02-23 00:00:00",18136,70,1071,3215,161,231,,,,
"2017-02-24 00:00:00",19286,151,1170,3204,185,52,,,,
"2017-02-25 00:00:00",21083,151,1206,3860,175,243,,,,
"2017-02-26 00:00:00",21412,129,1392,3882,158,227,,,,
"2017-02-27 00:00:00",18190,109,1164,2913,185,191,,,,
"2017-02-28 00:00:00",16988,106,1104,2682,165,192,,,,
"2017-03-01 00:00:00",17017,96,1199,2881,163,211,,,,
"2017-03-02 00:00:00",17237,148,1184,2794,154,204,,,,
"2017-03-03 00:00:00",19030,142,1275,2850,172,254,,,,
"2017-03-04 00:00:00",20717,139,1206,3641,208,255,,,,
"2017-03-05 00:00:00",20652,134,1332,3790,207,252,,,,
"2017-03-06 00:00:00",17547,108,1145,2954,155,192,,,,
"2017-03-07 00:00:00",17666,102,1146,2613,154,53,,,,
"2017-03-08 00:00:00",17875,100,1133,2477,164,183,,,,
"2017-03-09 00:00:00",17679,95,1134,2359,136,188,,,,
"2017-03-10 00:00:00",19198,110,1312,2700,194,170,,,,
"2017-03-11 00:00:00",20918,119,1171,3459,218,230,,,,
"2017-03-12 00:00:00",21037,136,1303,3615,229,206,,,,
"2017-03-13 00:00:00",17867,105,1120,2835,158,200,,,,
"2017-03-14 00:00:00",17464,101,1133,2723,213,176,,,,
"2017-03-15 00:00:00",17044,91,1072,2575,176,166,,,,
"2017-03-16 00:00:00",16533,93,1023,2420,175,43,,,,
"2017-03-17 00:00:00",16545,90,1155,2676,229,216,,,,
"2017-03-18 00:00:00",20407,115,1262,3276,311,217,,,,
"2017-03-19 00:00:00",21193,91,1274,3428,306,220,,,,
"2017-03-20 00:00:00",17273,98,1070,2546,212,202,,,,
"2017-03-21 00:00:00",5675,42,241,2291,43,79,,,,
"2017-03-22 00:00:00",5392,15,127,1081,34,44,,,,
"2017-03-23 00:00:00",14192,94,1094,2464,299,183,,,,
"2017-03-24 00:00:00",16803,100,1148,2627,137,218,,,,
"2017-03-25 00:00:00",18411,101,1159,3166,258,160,,,,
"2017-03-26 00:00:00",18825,107,1208,3239,239,242,,,,
"2017-03-27 00:00:00",15797,96,1030,2523,211,214,,,,
"2017-03-28 00:00:00",16876,90,775,2404,187,51,,,,
"2017-03-29 00:00:00",16829,86,290,2313,174,197,,,,
"2017-03-30 00:00:00",16513,85,1125,2307,81,206,,,,
"2017-03-31 00:00:00",18309,58,1101,2361,176,47,,,,
"2017-04-01 00:00:00",19284,89,1129,2982,218,218,,,,
"2017-04-02 00:00:00",19520,83,1202,3070,199,78,,,,
"2017-04-03 00:00:00",16353,96,1079,2263,170,194,,,,
"2017-04-04 00:00:00",16683,92,1052,2199,186,195,,,,
"2017-04-05 00:00:00",17279,84,1060,2152,33,187,,,,
"2017-04-06 00:00:00",16972,91,1172,2197,151,191,,,,
"2017-04-07 00:00:00",18696,123,1236,2459,164,242,,,,
"2017-04-08 00:00:00",18801,145,1090,2904,195,235,,,,
"2017-04-09 00:00:00",19706,138,1174,2999,169,229,,,,
"2017-04-10 00:00:00",17478,109,1129,2514,162,159,,,,
"2017-04-11 00:00:00",17282,109,1066,2275,161,192,,,,
"2017-04-12 00:00:00",18027,100,1134,2215,172,207,,,,
"2017-04-13 00:00:00",16433,86,1088,2184,159,208,,,,
"2017-04-14 00:00:00",21712,105,1212,2644,178,272,,,,
"2017-04-15 00:00:00",21359,122,1148,2736,151,249,,,,
"2017-04-16 00:00:00",21286,126,1184,2956,221,244,,,,
"2017-04-17 00:00:00",21517,103,1220,2542,208,46,,,,
"2017-04-18 00:00:00",18609,114,1098,2225,212,185,,,,
"2017-04-19 00:00:00",19051,105,1085,2202,179,191,,,,
"2017-04-20 00:00:00",19922,102,1083,2263,159,185,,,,
"2017-04-21 00:00:00",21495,137,1081,2553,167,225,,,,
"2017-04-22 00:00:00",21598,126,1198,3036,199,142,,,,
"2017-04-23 00:00:00",22684,97,1222,3171,218,231,,,,
"2017-04-24 00:00:00",19456,108,912,2525,155,172,,,,
"2017-04-25 00:00:00",19409,114,644,2199,148,171,,,,
"2017-04-26 00:00:00",19080,89,1003,2247,146,199,,,,
"2017-04-27 00:00:00",18608,112,1019,2307,149,197,,,,
"2017-04-28 00:00:00",24607,122,1147,2652,175,245,,,,
"2017-04-29 00:00:00",23586,100,1042,3219,187,217,,,,
"2017-04-30 00:00:00",23494,111,1100,3424,204,245,,,,
"2017-05-01 00:00:00",22969,111,1091,2854,201,232,,,,
"2017-05-02 00:00:00",20492,117,1045,2431,175,252,,,,
"2017-05-03 00:00:00",20153,112,1093,2377,166,246,,,,
"2017-05-04 00:00:00",20035,116,1056,2407,167,247,,,,
"2017-05-05 00:00:00",21150,122,1126,2584,178,268,,,,
"2017-05-06 00:00:00",22340,142,1121,3166,200,259,,,,
"2017-05-07 00:00:00",23001,135,1198,3401,193,275,,,,
"2017-05-08 00:00:00",20613,111,1096,2779,182,257,,,,
"2017-05-09 00:00:00",19819,94,1142,2319,171,250,,,,
"2017-05-10 00:00:00",19055,88,1059,2223,154,241,,,,
"2017-05-11 00:00:00",19696,134,1061,2367,157,239,,,,
"2017-05-12 00:00:00",29820,109,1153,3004,190,265,,,,
"2017-05-13 00:00:00",38484,115,1125,3919,213,263,,,,
"2017-05-14 00:00:00",41266,121,1170,4415,205,259,,,,
"2017-05-15 00:00:00",39011,117,1045,3730,164,217,,,,
"2017-05-16 00:00:00",34825,103,1001,3060,182,222,,,,
"2017-05-17 00:00:00",30903,113,985,2832,171,232,,,,
"2017-05-18 00:00:00",30793,140,1068,2674,169,248,,,,
"2017-05-19 00:00:00",31115,114,1171,2772,200,247,,,,
"2017-05-20 00:00:00",31105,125,1053,3441,244,263,,,,
"2017-05-21 00:00:00",30010,108,1103,3609,249,263,,,,
"2017-05-22 00:00:00",25269,111,1051,2985,229,221,,,,
"2017-05-23 00:00:00",24998,100,1019,2506,186,226,,,,
"2017-05-24 00:00:00",24140,98,1137,2470,220,242,,,,
"2017-05-25 00:00:00",23597,121,1068,2572,181,224,,,,
"2017-05-26 00:00:00",23265,86,1004,2595,227,228,,,,
"2017-05-27 00:00:00",23374,95,940,2725,192,247,,,,
"2017-05-28 00:00:00",24730,95,1082,3006,207,233,,,,
"2017-05-29 00:00:00",21636,103,1023,2827,167,249,,,,
"2017-05-30 00:00:00",21494,91,1053,2566,155,233,,,,
"2017-05-31 00:00:00",21130,90,989,2271,169,226,,,,
"2017-06-01 00:00:00",20149,98,1028,2176,180,227,,,,
"2017-06-02 00:00:00",20707,103,1060,2427,265,264,,,,
"2017-06-03 00:00:00",21508,91,1083,2688,253,241,,,,
"2017-06-04 00:00:00",24113,97,1198,3179,269,253,,,,
"2017-06-05 00:00:00",21662,103,1146,2799,235,237,,,,
"2017-06-06 00:00:00",21161,103,1145,2468,201,230,,,,
"2017-06-07 00:00:00",20710,101,1116,4093,186,219,,,,
"2017-06-08 00:00:00",20112,110,1029,3760,198,228,,,,
"2017-06-09 00:00:00",19640,102,1069,4432,202,236,,,,
"2017-06-10 00:00:00",19783,92,992,4587,192,257,,,,
"2017-06-11 00:00:00",20703,108,1046,4671,191,256,,,,
"2017-06-12 00:00:00",19442,105,1024,4046,176,237,,,,
"2017-06-13 00:00:00",18805,126,1014,3562,175,237,,,,
"2017-06-14 00:00:00",18148,131,1008,3317,152,205,,,,
"2017-06-15 00:00:00",19291,165,995,3424,183,227,,,,
"2017-06-16 00:00:00",19321,143,1052,3379,208,221,,,,
"2017-06-17 00:00:00",19415,140,1025,3685,218,228,,,,
"2017-06-18 00:00:00",19731,144,1069,3745,212,233,,,,
"2017-06-19 00:00:00",17967,147,1023,3111,167,220,,,,
"2017-06-20 00:00:00",18144,111,999,2904,166,217,,,,
"2017-06-21 00:00:00",17590,108,1022,2875,169,205,,,,
"2017-06-22 00:00:00",17273,119,1269,2775,162,207,,,,
"2017-06-23 00:00:00",22460,119,1391,3317,189,277,,,,
"2017-06-24 00:00:00",26315,138,1309,3755,184,277,,,,
"2017-06-25 00:00:00",28020,133,1523,4097,214,282,,,,
"2017-06-26 00:00:00",26146,122,1378,3583,176,256,,,,
"2017-06-27 00:00:00",21265,277,1289,3489,189,267,,,,
"2017-06-28 00:00:00",28016,225,1348,3670,186,264,,,,
"2017-06-29 00:00:00",28112,273,1342,3710,192,260,,,,
"2017-06-30 00:00:00",27729,250,1370,3591,168,263,,,,
"2017-07-01 00:00:00",28235,222,1381,4067,220,258,1,,,
"2017-07-02 00:00:00",30916,220,1469,4113,210,272,2,,,
"2017-07-03 00:00:00",28676,233,1321,3783,163,253,3,,,
"2017-07-04 00:00:00",29471,241,1244,3976,198,264,7,,,
"2017-07-05 00:00:00",29331,229,1234,3550,188,265,5,,,
"2017-07-06 00:00:00",27027,197,1234,3382,183,236,3,,,
"2017-07-07 00:00:00",25016,179,1161,3428,200,241,59,,,
"2017-07-08 00:00:00",24471,185,1137,3602,197,253,72,,,
"2017-07-09 00:00:00",25499,186,1312,3809,206,250,70,,,
"2017-07-10 00:00:00",24683,165,1245,3308,196,253,161,,,
"2017-07-11 00:00:00",24958,171,1214,3318,199,223,184,,,
"2017-07-12 00:00:00",26021,165,1273,3363,206,243,174,,,
"2017-07-13 00:00:00",26122,173,1188,3378,203,236,193,,,
"2017-07-14 00:00:00",26488,132,1226,3346,209,219,207,,,
"2017-07-15 00:00:00",26964,140,1221,3854,223,211,216,,,
"2017-07-16 00:00:00",29009,174,1335,4113,213,253,247,,,
"2017-07-17 00:00:00",27980,129,1190,3627,190,232,261,,,
"2017-07-18 00:00:00",27462,128,1140,3589,173,216,253,,,
"2017-07-19 00:00:00",26238,141,1151,3401,160,206,284,,,
"2017-07-20 00:00:00",24902,137,1178,4150,186,220,272,,,
"2017-07-21 00:00:00",23589,126,1119,3892,172,226,266,,,
"2017-07-22 00:00:00",23149,126,1105,3904,205,229,263,,,
"2017-07-23 00:00:00",25587,162,1262,4264,192,240,270,,,
"2017-07-24 00:00:00",24105,120,1217,3524,173,230,249,,,
"2017-07-25 00:00:00",23962,122,1204,3526,199,227,235,,,
"2017-07-26 00:00:00",24711,134,1150,3412,181,227,226,,,
"2017-07-27 00:00:00",24372,115,1145,3218,208,236,240,,,
"2017-07-28 00:00:00",23116,124,1104,3224,217,233,192,,,
"2017-07-29 00:00:00",22859,115,1099,3357,193,222,185,,,
"2017-07-30 00:00:00",24680,155,1207,3637,210,252,211,,,
"2017-07-31 00:00:00",21873,113,1081,3071,178,233,176,,,
"2017-08-01 00:00:00",21667,114,1097,2894,183,234,210,,,
"2017-08-02 00:00:00",21418,110,1089,2859,203,221,247,,,
"2017-08-03 00:00:00",21367,129,1004,2989,178,211,207,,,
"2017-08-04 00:00:00",20512,102,1043,3005,204,213,217,,,
"2017-08-05 00:00:00",21320,119,1075,3222,216,201,210,,,
"2017-08-06 00:00:00",23193,115,1179,3500,216,228,222,,,
"2017-08-07 00:00:00",21410,100,1107,3103,198,206,212,,,
"2017-08-08 00:00:00",21604,118,1039,2908,205,202,198,,,
